id,X4,X11,X18,X26,X50,X3112
196440360,1.1316042,141.92432,19704.51,3480.9968,15.026424,398294.34
189579961,0.93497455,153.10904,19699.73,3469.1228,14.961645,399141.75
190802025,1.186088,140.91469,19702.51,3508.9456,15.821734,398208.2
154829076,0.9338307,146.78357,19700.182,3457.0635,14.5541,397943.66
194392430,0.9681068,149.29915,19702.729,3490.4805,14.984542,399389.1
192947182,1.0542582,149.67029,19699.412,3461.513,15.128749,398139.03
196310338,0.9011289,150.91875,19699.396,3463.7036,15.268894,398015.47
193286786,1.1846237,139.35225,19704.832,3487.8245,15.769122,398470.2
194510869,1.1507115,148.90666,19699.885,3461.2798,14.608083,398323.8
173826881,0.973621,150.33655,19699.082,3461.0583,14.943557,397934.62
194304021,1.0378213,152.15338,19699.055,3464.9514,15.320644,397956.88
89161125,0.9628651,152.08492,19699.404,3459.4907,14.695815,398108.0
195549456,1.196223,140.75473,19701.453,3462.2322,15.640984,398204.16
188245542,1.170571,140.17535,19701.6,3469.0562,15.265885,397667.5
195252178,0.9798207,155.3439,19699.105,3465.0996,14.812167,398690.4
176787893,0.9180113,152.91045,19699.676,3464.754,14.817648,400012.78
184132477,0.84743226,158.89038,19699.52,3464.1016,14.609805,398607.1
185689798,1.126948,145.82745,19707.055,3531.0847,15.393378,399973.75
71880352,1.0379775,148.18831,19700.887,3471.4167,14.914657,398999.84
196568714,0.9284464,153.08824,19699.207,3458.5388,15.169533,398016.25
195552361,1.1038586,136.9068,19701.625,3483.7385,15.654999,398746.2
184484837,1.2418326,138.1978,19709.63,3464.3733,15.714026,398883.8
178391332,1.0242912,152.34593,19700.232,3473.8286,15.038462,399890.6
180896710,0.9152992,148.69946,19699.19,3461.974,14.996478,397717.97
195417424,0.91218734,162.63974,19700.5,3477.2456,14.692775,402071.3
195276621,1.0712037,149.27791,19699.945,3486.6794,15.296485,398351.28
177741332,1.0272332,151.20949,19700.26,3467.4243,15.117659,399578.56
195033308,1.1234314,144.85187,19701.0,3469.9639,15.104088,398148.5
194331464,0.9686225,151.55203,19701.393,3473.6323,15.133982,399980.03
190144687,0.9613011,151.02794,19699.957,3460.9866,14.885845,397936.66
179333465,0.9180568,151.14886,19699.654,3460.9746,15.290163,397872.0
138597585,1.1256584,145.25641,19705.709,3565.885,15.207701,401083.7
194487347,1.0397061,154.69275,19699.955,3473.8228,14.740912,398457.6
195152409,1.2448269,141.85239,19703.625,3484.6226,16.072725,398175.0
195619657,1.0110486,145.2649,19699.277,3467.0195,15.240773,397749.7
74506679,1.0995177,145.95076,19706.398,3504.3435,15.268358,400482.75
194712698,0.98550856,148.83998,19699.793,3470.9146,14.669824,398272.44
195250779,0.9784389,148.06042,19700.047,3470.4812,15.034117,398702.94
170408904,0.9555756,152.46753,19699.37,3462.1326,14.81413,398013.88
194243689,0.948796,148.0944,19699.72,3462.6934,15.07889,398173.72
183945769,1.0050188,147.24704,19700.021,3461.6475,15.009359,398619.34
142395367,0.955642,152.53224,19699.473,3465.1902,14.857325,398507.03
192061226,0.97435766,148.94449,19700.277,3494.879,15.267624,402150.4
192203458,0.9838816,151.29301,19699.787,3463.9788,14.783807,398179.2
195914715,0.9649533,146.8698,19699.898,3474.7292,15.232098,399110.47
175715077,1.0000708,143.34941,19699.787,3464.2039,15.2661085,398363.75
163862733,0.91486746,151.33133,19699.363,3462.878,14.855698,399022.1
190049872,1.0789297,158.47919,19700.068,3473.12,14.529441,399411.2
37398602,1.0446315,153.05824,19699.566,3462.5554,15.0685215,398038.56
188396344,1.2080868,146.5289,19703.662,3620.8633,15.31239,400249.9
194279631,1.0785285,145.00409,19710.986,3631.3413,15.381412,402755.44
192810752,0.9096276,149.5528,19699.201,3464.573,15.401387,398032.97
151801422,1.065059,147.16849,19705.35,3508.147,15.099152,402203.8
193463071,1.0641994,150.51831,19699.303,3461.4475,14.810278,398046.06
195576548,0.97234243,152.69753,19699.354,3461.649,14.723346,397839.38
190026274,1.0460379,147.26819,19699.484,3468.4275,15.529132,398606.66
191247351,1.0253745,144.0616,19700.229,3465.5115,15.386818,398081.1
163914571,1.1131836,145.55566,19709.64,3517.4343,15.142793,402251.72
106911166,0.9875469,148.33641,19699.898,3460.7822,15.207713,398479.94
195839253,1.0450649,155.65816,19700.36,3470.425,14.654524,398740.62
114643132,0.8892551,151.55453,19699.309,3462.815,15.0649,398065.25
180084704,0.92829436,150.43285,19699.219,3460.5566,14.958541,398316.38
191825838,1.0354875,147.82294,19699.807,3464.1536,15.31153,397708.16
55778371,0.96963906,152.2614,19707.84,3520.6067,15.0019045,404964.78
174052276,1.0676881,152.91023,19709.354,3511.5552,14.790187,401464.34
183253040,1.0170716,150.30739,19699.887,3461.347,14.731484,398130.16
193727406,1.0561941,144.97879,19699.957,3470.3118,15.291089,398520.53
178536175,1.073647,136.34193,19700.145,3459.1067,17.112692,398741.0
188689207,1.0219262,152.08644,19701.47,3483.66,15.14582,399572.56
195990354,1.0075995,149.94771,19701.377,3497.5107,15.063953,400471.22
195069016,0.98232114,148.65202,19699.13,3459.2432,15.1267805,398046.84
196069183,1.0230448,148.16104,19699.75,3461.9397,15.138178,398111.06
175152250,1.2390615,136.95271,19714.762,3467.613,15.966407,399804.44
187765663,1.0443903,144.46346,19699.805,3464.343,15.270089,397498.5
194016377,0.9791337,149.38625,19699.6,3465.715,14.99108,398510.53
182400228,1.2416288,147.1333,19705.105,3529.8738,15.282681,399453.44
175171293,0.9492332,160.44756,19699.73,3460.427,14.679168,399073.8
140957344,1.0251191,161.27385,19699.729,3460.527,14.385066,400781.6
106268113,1.0470375,151.1564,19699.883,3473.9487,14.600377,398786.25
187872780,1.1270658,145.5685,19704.545,3608.3325,15.635097,400493.94
150935267,0.9862829,144.8477,19699.264,3460.4656,15.619263,398200.06
188991739,1.0703183,144.56972,19699.314,3463.4924,15.154651,397926.28
192000002,0.9298192,151.49828,19699.45,3459.9233,14.9375725,398183.97
164511185,0.89446324,148.33185,19699.66,3467.7283,15.107155,398306.9
149501309,1.0831426,149.72871,19699.467,3461.892,14.613972,399039.47
194293372,0.824104,150.40367,19699.291,3461.7913,15.137089,398281.2
10970246,1.1533083,147.46533,19704.89,3595.4006,15.326239,400318.06
146619975,0.9494788,148.29309,19699.748,3463.5383,14.695147,398167.22
167026893,1.1699347,151.31378,19705.812,3549.2908,15.328936,400849.97
181706236,0.9816197,148.25377,19701.059,3461.655,14.541405,398475.5
184940963,1.2213575,140.3441,19707.863,3545.4387,15.800487,400803.72
195399294,0.9944616,147.38968,19699.982,3489.3855,15.131574,398457.3
180728583,0.94084835,151.40842,19699.293,3459.175,14.947644,397883.6
191942861,0.9242799,149.52937,19699.488,3474.6934,15.63595,398002.5
48631754,1.0279375,149.05162,19700.176,3462.232,15.325388,399027.72
194657669,0.90688264,158.52599,19699.416,3458.2302,14.947654,398959.97
195627336,1.0428045,151.08054,19702.723,3489.4382,14.859765,400068.28
108110980,1.1189876,147.53079,19704.111,3580.4324,15.095908,401135.8
194830389,0.97796506,152.38004,19700.477,3461.1494,14.967362,398283.25
190947649,0.97365075,151.22572,19700.07,3463.0747,14.923734,398255.16
159127588,1.1221555,146.326,19706.814,3678.989,15.21035,402804.72
193522606,1.0714478,148.6306,19699.564,3468.1763,15.201417,398379.34
195274799,0.87472034,151.40195,19699.406,3457.9104,14.980174,398150.22
194813565,1.1764271,142.17758,19700.803,3470.968,15.971056,397737.9
195765611,1.007877,157.43991,19700.0,3473.4526,14.674558,399544.03
139303237,0.99624854,148.25336,19699.672,3459.8804,14.857728,398605.22
193325416,1.0272491,146.74637,19699.822,3469.2524,14.8675,398138.84
189545031,1.1523955,145.43666,19703.693,3519.667,15.24734,400271.2
159906068,1.0870495,140.92267,19700.453,3468.044,15.093313,398272.03
62639943,0.8991155,149.74138,19699.48,3469.1628,14.716663,398479.06
196289757,0.9629275,149.60553,19699.406,3464.2634,15.139128,398003.12
193216694,1.0824671,144.70824,19710.04,3487.7522,15.3171215,400368.56
167040767,1.0743659,148.37611,19703.445,3491.2942,15.323081,400752.22
193241912,0.9357955,148.9189,19699.293,3464.7778,14.798915,398582.7
190052571,1.0117409,154.84093,19699.156,3465.7366,15.04502,397813.1
196213458,0.9898352,148.34167,19700.484,3462.359,15.064259,398233.06
195594228,1.0035477,145.06128,19707.58,3488.3303,15.103203,399349.88
184860433,0.9782046,152.3209,19699.53,3458.3552,14.752668,398291.5
195301179,1.0230443,147.55452,19699.299,3460.2354,15.13424,397855.12
195587052,0.8992323,150.56773,19699.4,3464.9043,15.104316,399222.62
194531229,1.0430249,151.4838,19700.264,3464.9807,14.704496,398458.2
195186149,0.91949284,146.63866,19699.842,3476.874,15.074454,400358.84
195685143,1.0045089,149.78764,19699.986,3466.261,14.817482,398622.34
196289264,1.0531863,150.40549,19705.635,3524.2126,15.007309,400332.06
50850401,1.0820152,149.7914,19707.59,3576.9534,14.814303,401977.12
193927535,0.95747244,156.97339,19699.55,3472.2063,14.790393,398991.0
37490240,0.91541946,150.76367,19699.305,3463.5342,15.092743,397604.7
195601621,0.9682923,150.23763,19700.545,3485.3394,15.184202,398188.4
195145576,0.9695905,149.32156,19699.404,3474.7883,15.181024,398599.94
192899514,1.0907624,149.93204,19702.666,3529.9858,15.3267565,400442.97
195319528,1.0915574,148.00743,19700.494,3485.4429,15.778874,398293.3
174354300,1.1351005,148.01718,19700.01,3484.944,15.185152,398572.2
192830798,0.94016474,149.84871,19699.926,3457.2424,14.967577,398629.62
195292138,1.1467354,149.87253,19702.57,3476.3613,14.805767,399119.9
194377478,1.0569249,145.36438,19699.258,3456.9702,15.5216875,397950.62
195099418,0.9470528,150.66794,19699.354,3462.5188,14.936463,398531.34
195766399,1.1580307,145.74422,19700.023,3468.5813,15.425514,398505.8
168452055,1.0785272,154.45798,19708.826,3490.6914,14.583575,401155.78
191043479,1.1760906,150.65388,19700.705,3485.497,15.166878,398898.94
184389310,1.0407479,150.99141,19700.959,3471.6516,14.639286,398862.6
178082284,1.1167792,149.22624,19707.492,3538.7676,14.959619,401561.56
195133546,1.0460999,152.40659,19699.732,3461.5066,14.752382,398423.84
195719233,1.0406026,150.05927,19699.375,3463.0784,14.776477,400558.34
83229628,1.1525522,146.85681,19705.238,3518.7964,14.980908,400084.22
195928056,0.9553729,146.60207,19699.928,3477.3484,15.049986,398818.38
195089753,1.1655229,143.00468,19704.164,3480.4639,15.262678,398685.9
65747774,1.083616,148.01335,19705.807,3605.5195,15.237657,401615.56
196447445,1.0471278,147.6129,19706.285,3527.8806,15.028059,400346.72
140006504,1.0890541,149.87386,19699.783,3463.325,15.30157,398293.88
194148538,1.0216261,144.59937,19699.768,3458.6199,15.6395445,397768.0
175169083,1.0138013,151.74777,19699.182,3461.6392,15.184334,398194.62
195520668,1.162856,146.43506,19711.152,3568.9084,15.280746,402172.0
183330205,0.9859094,150.41832,19699.035,3461.352,15.091466,398138.8
192229054,1.0106778,146.35979,19699.734,3473.3245,15.254393,398471.5
135707163,1.0507777,144.53897,19699.863,3463.2212,15.29987,399278.06
182310594,0.9415211,153.17615,19699.533,3462.754,14.668258,398842.72
184742957,0.98051506,147.11197,19699.807,3461.1736,15.464165,397921.34
196588153,1.0598348,146.78036,19700.602,3467.1487,14.735938,397956.88
192306460,0.89941174,146.28719,19699.648,3462.4155,15.077203,398168.9
137916220,0.97775,149.67336,19699.45,3459.5825,14.961848,398206.6
194779190,1.0898657,150.06206,19704.352,3479.801,14.923275,398585.9
185418894,1.0267265,147.87631,19702.111,3484.8618,15.172673,398274.28
35117180,1.1906106,149.78094,19700.96,3487.1594,15.302665,398897.53
196059763,1.1130378,143.17448,19701.72,3494.636,14.8905115,399083.4
190608505,1.0281274,151.9818,19699.334,3461.5261,14.823527,398334.75
104014497,1.1515543,143.48325,19709.041,3729.466,15.639664,401035.12
179713942,1.0036701,145.80261,19701.05,3474.7534,15.432664,398140.16
195577504,1.0233265,153.01466,19702.746,3489.4966,14.739336,401110.66
154982096,1.0780742,146.73596,19707.068,3553.678,15.025441,403043.8
194516787,1.0750127,148.64334,19704.553,3532.2852,15.117455,401015.6
172692765,1.0161102,149.05807,19699.5,3460.2832,15.150265,398204.88
15190412,1.0210398,145.64828,19699.68,3464.0088,15.607263,397915.47
194688065,1.1091572,153.66495,19700.174,3469.2798,14.64489,398501.2
165972338,0.9468119,152.21565,19700.486,3465.494,14.546555,399568.88
195469766,0.96479386,151.5396,19699.3,3461.0334,15.23589,398993.12
195440289,1.1120493,148.25267,19707.771,3565.1902,15.229669,402646.38
21869570,1.0849267,152.6014,19700.297,3484.5186,14.822882,400985.84
68421234,0.9498473,150.31238,19699.348,3459.529,14.824672,398574.7
191733756,0.9100242,147.39534,19699.443,3457.7454,15.125091,398070.75
194731643,1.0233995,155.34201,19699.588,3468.75,14.593127,399394.3
195894447,0.93296045,146.84818,19700.104,3471.5945,15.278372,399185.72
196318617,0.87297666,147.59123,19699.59,3463.296,15.201901,397932.03
189428111,0.9631479,141.89578,19700.71,3484.7722,15.192187,398923.38
143601569,1.0053763,152.80884,19699.611,3467.9424,15.066895,398618.88
170069369,1.0414174,148.58719,19699.285,3460.7693,15.011074,398233.0
7625654,1.0337719,151.86012,19699.941,3469.8596,14.847091,397998.25
37931430,0.9805626,150.85895,19699.795,3462.454,14.900894,399079.7
141074645,1.0429046,148.7554,19699.748,3474.0413,15.228994,399056.1
153759339,1.1512268,147.6095,19704.322,3597.1792,15.337117,402332.3
195756938,0.947167,157.01752,19702.488,3486.3794,14.690109,401590.03
144230619,1.0786897,147.92902,19699.867,3481.545,15.025393,398969.25
193666800,0.98090315,151.81747,19700.871,3471.3018,15.1787195,400948.44
185055126,1.0817776,149.62807,19699.266,3458.636,15.415249,397699.84
182204596,0.9796353,149.43646,19699.436,3466.1335,15.03985,398679.94
127342934,1.008716,147.0641,19699.707,3463.618,15.297096,397958.72
196367737,1.0629045,148.13327,19699.83,3465.4912,14.970817,398803.47
196238244,1.1743062,139.22194,19701.25,3466.773,15.885158,398225.22
194175819,0.9491791,153.8652,19699.758,3464.9146,14.850278,399624.56
195575061,0.97610116,150.1729,19698.982,3460.112,14.791449,397683.88
120353425,1.0805609,148.38828,19700.348,3481.8245,15.131192,398677.2
176568959,1.3055488,136.6079,19711.928,3467.5474,15.896009,399044.8
103496944,1.0692576,147.8624,19705.568,3513.9487,14.980153,401390.75
194190565,0.9940888,153.87288,19699.557,3461.0303,14.7853565,399409.7
81827034,0.9985227,150.49806,19700.299,3470.3623,14.898179,398488.12
195998245,1.2568388,137.3939,19714.527,3472.782,15.976887,398962.72
184390247,0.9357402,148.02742,19699.814,3460.962,14.947639,398196.2
194983063,0.9458594,152.8706,19699.807,3461.9531,14.714244,398700.44
196267971,1.0677556,150.83559,19706.732,3542.2812,14.625942,401300.5
184504207,1.0152674,148.17065,19699.352,3463.0413,15.300169,397866.72
172373993,1.0051533,145.92107,19700.748,3467.811,14.9201565,398791.28
191839067,1.0164604,149.38145,19699.414,3462.7605,14.9685135,397577.22
195832999,0.9814417,157.4355,19699.281,3466.8699,14.617998,399460.12
184249020,0.9739263,149.69724,19699.742,3463.135,15.173898,398344.53
194346361,0.8820456,155.42528,19699.742,3463.3691,15.068789,398871.5
189168683,0.9422384,151.22023,19699.963,3466.513,14.991927,398092.28
177662862,1.1665244,141.9919,19703.783,3483.2222,15.825257,398299.22
193874491,1.0455498,147.90062,19699.705,3475.2798,15.076393,398831.12
195427260,0.8889189,153.35143,19699.295,3460.2893,14.385836,397923.16
150084977,1.1465651,147.57141,19708.217,3568.1353,15.20888,401034.7
184281762,0.9751115,152.07806,19699.906,3461.6802,14.81997,399478.78
192262521,1.0880203,143.435,19707.041,3554.0503,15.501184,403029.53
4970583,0.99846584,147.2424,19699.809,3465.9954,15.21386,398795.03
195672881,1.0713727,140.88086,19700.828,3468.9048,15.543247,398066.94
190724699,0.96595854,147.91254,19699.34,3460.7854,14.950756,397851.16
194244921,0.8648974,153.71281,19699.475,3463.2285,14.8928995,400110.1
196249502,1.0391802,148.27173,19699.84,3470.842,15.239641,398266.78
195676098,1.1199731,140.86902,19703.086,3470.7395,15.452951,398794.5
171354022,0.98630357,149.55885,19699.518,3462.1086,14.865794,397802.28
177266100,1.063061,145.38101,19699.465,3464.1855,15.024392,397995.88
99465121,1.0448972,157.86223,19699.285,3459.2712,14.665113,398156.56
195676998,0.9009112,153.16153,19699.42,3461.7488,14.8296,398576.47
193955007,0.9421686,150.72377,19699.447,3460.5876,14.589633,399251.8
173970992,0.94984484,146.74165,19699.723,3458.4807,15.122088,398402.4
194493601,0.96804136,148.49579,19699.271,3462.9475,15.754122,398085.97
193577583,1.2072105,143.47433,19700.021,3462.3354,15.823682,397861.62
176202803,0.98655456,147.48431,19699.547,3462.9104,15.304596,398018.38
195925596,1.186449,140.64017,19705.668,3486.3489,15.167313,398276.94
195639074,0.9874888,149.11163,19701.98,3497.5852,15.275628,399822.9
187142117,1.0673873,149.00174,19701.504,3472.2954,14.997431,399583.25
183427759,1.1418872,145.5011,19702.46,3472.9744,15.302874,398121.28
150594094,0.9853888,147.17766,19699.383,3462.2603,15.010613,398664.4
131297979,1.203706,140.93793,19702.121,3486.5269,15.885982,398070.5
195241105,1.1380936,139.56781,19708.9,3490.733,15.693564,397855.03
182385002,0.92624325,151.46912,19699.34,3467.1545,15.14581,398963.53
175679320,0.87654424,146.95842,19699.12,3457.689,15.131903,398057.62
181316933,1.2908603,140.04205,19705.37,3479.6768,17.386395,397603.56
189557147,1.1205053,150.04936,19704.82,3517.691,15.055299,400296.4
191551277,1.034052,143.1786,19701.533,3466.7944,15.2422085,398649.25
82252184,1.0315663,147.52213,19699.729,3464.8516,15.166777,398382.66
194939013,1.0623136,148.06087,19705.574,3520.3364,14.775344,400145.84
195267490,0.92544585,147.08324,19699.305,3474.9116,15.2921915,399884.53
144931335,1.1346691,147.24068,19704.277,3540.3638,14.962347,400816.7
140046786,0.989756,144.73654,19701.068,3462.0933,15.491926,398879.34
191251284,1.1066133,145.2024,19706.951,3605.685,15.394939,402502.9
186393892,0.85963094,157.13702,19699.451,3463.319,14.612025,398393.75
134081579,1.0849049,151.16173,19703.727,3521.0469,15.167645,401744.56
178974347,0.9824695,157.32391,19699.088,3466.8206,14.892758,399041.66
195604342,1.0591261,146.8825,19698.88,3467.958,14.474544,398430.38
194820185,0.96663105,151.11955,19700.402,3467.8735,14.943112,399394.25
193993971,1.1720998,141.24374,19705.377,3474.9758,15.41592,399234.47
106094953,1.033951,142.6064,19699.785,3470.285,15.246617,398668.56
194387622,0.97546965,156.58893,19700.021,3472.0393,14.758869,399304.8
195089859,1.1645862,144.39204,19702.324,3490.0806,15.427991,397974.75
155295582,1.340508,137.26309,19712.764,3463.7095,15.904525,399147.78
178638491,1.0736172,153.76677,19701.111,3500.8286,14.874278,399897.56
195870385,0.980119,149.48102,19699.514,3461.8071,14.967302,397924.6
196061673,0.94889766,154.4029,19699.068,3459.1113,14.605413,397763.1
106706572,0.9977081,147.3615,19700.062,3454.3499,15.09861,397893.9
194973254,0.9523391,141.30368,19699.516,3463.746,15.713253,398115.47
195056746,0.9093017,150.63231,19699.506,3473.7107,14.9970875,398645.62
157243640,1.0361898,149.99194,19700.482,3471.4094,14.946844,399121.75
185342004,0.9386175,150.77449,19699.328,3465.6606,15.2548275,399536.0
195224758,1.0690255,149.27986,19714.168,3569.1052,15.136198,404793.7
195695143,1.1296891,144.94792,19704.172,3551.3254,15.541338,400798.34
182836445,1.0692449,147.7133,19698.945,3460.0112,14.741414,397561.6
140520143,1.077505,138.28226,19699.697,3465.126,15.379599,398034.72
19735570,1.0487096,148.9628,19699.352,3460.0488,14.693366,398288.3
167523963,1.0720842,149.31804,19699.629,3466.1987,15.21768,398508.1
183333880,0.8594342,153.62837,19699.55,3464.5015,14.706875,398170.47
195013422,0.9973734,148.24226,19709.91,3510.5925,14.965274,399795.25
37612886,0.87681323,150.85106,19699.436,3460.9324,14.619021,398222.6
119054628,1.0027,147.61633,19700.57,3473.9358,14.821311,398775.5
188751382,0.93925893,151.41165,19699.426,3463.7607,14.81174,398050.34
178903375,1.0238888,147.97873,19702.588,3482.0444,15.191055,401189.34
187615471,1.023714,146.89983,19699.496,3459.2964,15.210907,397720.5
195222762,0.9580056,162.865,19699.453,3459.5444,14.853753,399760.06
188871326,0.90120286,147.91728,19699.637,3465.4038,15.38785,398759.03
188745286,1.3046663,139.20593,19703.047,3467.563,16.799332,397762.62
193830023,1.1553429,146.32965,19705.443,3552.0637,15.505884,401440.62
118653315,0.9480879,153.64229,19699.314,3465.3203,14.719971,397840.22
133758222,0.99480575,151.7172,19699.773,3464.679,14.896986,398057.12
195612373,1.1647781,142.21436,19707.584,3495.1633,15.33709,398557.34
184214855,1.123077,149.35838,19700.82,3470.7334,15.150637,398685.6
191549164,1.0973036,150.29532,19699.455,3460.9573,14.555454,398750.88
188702627,1.0946193,148.82378,19707.379,3543.34,15.107285,401882.97
191876391,0.96678036,151.69614,19699.47,3462.9595,15.275066,399662.9
192948253,0.9793147,144.46355,19699.621,3465.979,15.524306,398458.66
191790891,0.92086273,153.99132,19699.428,3462.4338,15.224923,398029.9
192852509,1.0738847,151.29536,19699.453,3461.3184,14.883742,398294.44
195439056,1.0743092,148.10225,19702.94,3496.641,14.879931,399460.47
181111977,0.88930696,146.5575,19699.713,3460.8218,14.8656225,397931.25
180982063,0.9832764,153.18118,19699.16,3460.0242,14.904211,397741.97
196309461,1.0430584,151.56987,19700.844,3475.6992,14.75964,398885.4
195755814,0.9263152,155.07356,19699.326,3459.6228,14.703196,398669.0
113955007,1.1764812,146.04709,19707.996,3606.7612,15.265064,401316.34
179352656,0.99217784,145.84132,19700.45,3474.6482,15.112717,398321.0
185883641,0.9617822,147.72514,19699.72,3482.5276,15.13492,399710.34
193448734,0.99795157,150.15158,19699.148,3460.6484,15.039398,397898.53
177300940,1.1139019,144.95302,19707.203,3533.297,15.089563,401921.7
187594313,1.0704608,145.61821,19699.69,3459.9133,15.160463,397708.75
195253044,1.2593675,138.86813,19703.168,3517.4424,16.48301,398099.1
196083197,0.9685425,150.80005,19699.48,3463.3389,14.895832,398372.38
195180478,1.0347044,147.91588,19699.635,3462.2969,15.417398,398248.5
193214219,0.8850454,151.29362,19700.33,3456.7922,14.120473,401531.62
142441438,1.078293,147.91461,19699.762,3458.932,14.650789,398486.56
194955770,1.0135542,147.4601,19699.8,3459.7043,15.122774,398500.22
189536313,0.9846575,150.41576,19699.61,3467.2664,14.734851,398679.8
194890971,1.1482563,144.84715,19707.578,3501.9548,15.281044,399426.38
195425194,1.040114,151.35158,19701.125,3468.5437,14.81893,398990.25
195621666,1.1637951,142.87024,19705.02,3489.4822,15.140004,398545.88
196289503,1.052186,148.35393,19699.432,3462.9817,15.036475,397882.4
195570800,1.0614343,148.23273,19701.414,3481.3186,14.968525,399444.78
185678867,1.1695516,140.35591,19700.924,3467.4595,15.472138,397823.75
195238194,1.0251136,143.55931,19699.537,3459.9712,15.17733,398079.03
195441106,1.0453913,144.25021,19712.01,3493.2961,15.141698,397887.62
63690761,1.0452795,138.69142,19699.703,3461.8616,15.346235,397805.78
190835142,1.1517297,142.7318,19710.57,3637.489,15.573969,402197.28
194799228,1.092241,146.93996,19700.316,3477.6682,15.339876,399492.6
193619234,0.9237288,149.8362,19699.271,3460.0798,14.67327,397725.94
194058304,1.1433625,147.66768,19706.99,3540.4438,15.162147,400896.22
184071325,1.1313379,139.417,19703.268,3475.5916,15.322711,399175.1
94842853,0.9351889,152.64845,19699.129,3464.324,14.696308,398011.9
195091589,0.90120226,152.14236,19699.436,3456.0774,14.442035,398298.16
189083237,1.107938,145.3264,19707.43,3529.8113,14.777978,399438.7
195309437,0.96202105,150.37047,19699.473,3458.2056,14.926371,397825.34
